country,startIP,endIP,startIpNum,endIpNum
BR,191.4.0.0,191.4.255.255,3204710400,3204775935
BR,191.5.0.0,191.5.31.255,3204775936,3204784127
BR,191.5.32.0,191.5.47.255,3204784128,3204788223
BR,191.5.48.0,191.5.55.255,3204788224,3204790271
BR,191.5.56.0,191.5.59.255,3204790272,3204791295
BR,191.5.60.0,191.5.61.255,3204791296,3204791807
BR,191.5.62.0,191.5.63.255,3204791808,3204792319
BR,191.5.64.0,191.5.71.255,3204792320,3204794367
BR,191.5.72.0,191.5.79.255,3204794368,3204796415
BR,191.5.80.0,191.5.95.255,3204796416,3204800511
BR,191.5.96.0,191.5.103.255,3204800512,3204802559
BR,191.5.104.0,191.5.111.255,3204802560,3204804607
BR,191.5.112.0,191.5.127.255,3204804608,3204808703
BR,191.5.128.0,191.5.143.255,3204808704,3204812799
BR,191.5.144.0,191.5.159.255,3204812800,3204816895
BR,191.5.160.0,191.5.163.255,3204816896,3204817919
BR,191.5.164.0,191.5.167.255,3204817920,3204818943
BR,191.5.168.0,191.5.175.255,3204818944,3204820991
BR,191.5.176.0,191.5.191.255,3204820992,3204825087
BR,191.5.192.0,191.5.207.255,3204825088,3204829183
BR,191.5.208.0,191.5.215.255,3204829184,3204831231
BR,191.5.216.0,191.5.219.255,3204831232,3204832255
BR,191.5.220.0,191.5.223.255,3204832256,3204833279
BR,191.5.224.0,191.5.231.255,3204833280,3204835327
BR,191.5.232.0,191.5.235.255,3204835328,3204836351
BR,191.5.236.0,191.5.239.255,3204836352,3204837375
BR,191.5.240.0,191.5.255.255,3204837376,3204841471
BR,191.6.0.0,191.6.3.255,3204841472,3204842495
BR,191.6.4.0,191.6.4.255,3204842496,3204842751
BR,191.6.5.0,191.6.5.255,3204842752,3204843007
BR,191.6.6.0,191.6.6.255,3204843008,3204843263
BR,191.6.7.0,191.6.7.255,3204843264,3204843519
BR,191.6.8.0,191.6.15.255,3204843520,3204845567
BR,191.6.16.0,191.6.31.255,3204845568,3204849663
BR,191.6.32.0,191.6.47.255,3204849664,3204853759
BR,191.6.48.0,191.6.55.255,3204853760,3204855807
BR,191.6.56.0,191.6.63.255,3204855808,3204857855
BR,191.6.64.0,191.6.79.255,3204857856,3204861951
BR,191.6.80.0,191.6.87.255,3204861952,3204863999
BR,191.6.88.0,191.6.95.255,3204864000,3204866047
BR,191.6.96.0,191.6.127.255,3204866048,3204874239
BR,191.6.128.0,191.6.131.255,3204874240,3204875263
BR,191.6.132.0,191.6.135.255,3204875264,3204876287
BR,191.6.136.0,191.6.139.255,3204876288,3204877311
BR,191.6.140.0,191.6.143.255,3204877312,3204878335
BR,191.6.144.0,191.6.151.255,3204878336,3204880383
BR,191.6.152.0,191.6.159.255,3204880384,3204882431
BR,191.6.160.0,191.6.163.255,3204882432,3204883455
BR,191.6.164.0,191.6.167.255,3204883456,3204884479
BR,191.6.168.0,191.6.175.255,3204884480,3204886527
BR,191.6.176.0,191.6.191.255,3204886528,3204890623
BR,191.6.192.0,191.6.223.255,3204890624,3204898815
BR,191.6.224.0,191.6.231.255,3204898816,3204900863
BR,191.6.232.0,191.6.239.255,3204900864,3204902911
BR,191.6.240.0,191.6.247.255,3204902912,3204904959
BR,191.6.248.0,191.6.255.255,3204904960,3204907007
BR,191.7.0.0,191.7.7.255,3204907008,3204909055
BR,191.7.8.0,191.7.15.255,3204909056,3204911103
BR,191.7.16.0,191.7.19.255,3204911104,3204912127
BR,191.7.20.0,191.7.23.255,3204912128,3204913151
BR,191.7.24.0,191.7.27.255,3204913152,3204914175
BR,191.7.28.0,191.7.31.255,3204914176,3204915199
BR,191.7.32.0,191.7.39.255,3204915200,3204917247
BR,191.7.40.0,191.7.47.255,3204917248,3204919295
BR,191.7.48.0,191.7.55.255,3204919296,3204921343
BR,191.7.56.0,191.7.63.255,3204921344,3204923391
BR,191.7.64.0,191.7.71.255,3204923392,3204925439
BR,191.7.72.0,191.7.79.255,3204925440,3204927487
BR,191.7.80.0,191.7.95.255,3204927488,3204931583
BR,191.7.96.0,191.7.103.255,3204931584,3204933631
BR,191.7.104.0,191.7.111.255,3204933632,3204935679
BR,191.7.112.0,191.7.115.255,3204935680,3204936703
BR,191.7.116.0,191.7.119.255,3204936704,3204937727
BR,191.7.120.0,191.7.127.255,3204937728,3204939775
BR,191.7.128.0,191.7.135.255,3204939776,3204941823
BR,191.7.136.0,191.7.143.255,3204941824,3204943871
BR,191.7.144.0,191.7.159.255,3204943872,3204947967
BR,191.7.160.0,191.7.167.255,3204947968,3204950015
BR,191.7.168.0,191.7.175.255,3204950016,3204952063
BR,191.7.176.0,191.7.183.255,3204952064,3204954111
BR,191.7.184.0,191.7.187.255,3204954112,3204955135
BR,191.7.188.0,191.7.191.255,3204955136,3204956159
BR,191.7.192.0,191.7.223.255,3204956160,3204964351
BR,191.7.224.0,191.7.255.255,3204964352,3204972543
BR,191.8.0.0,191.11.255.255,3204972544,3205234687
BR,191.12.0.0,191.15.255.255,3205234688,3205496831
BR,191.16.0.0,191.19.255.255,3205496832,3205758975
BR,191.20.0.0,191.23.255.255,3205758976,3206021119
BR,191.24.0.0,191.27.255.255,3206021120,3206283263
BR,191.28.0.0,191.31.255.255,3206283264,3206545407
BR,191.32.0.0,191.35.255.255,3206545408,3206807551
BR,191.36.0.0,191.36.127.255,3206807552,3206840319
BR,191.36.128.0,191.36.131.255,3206840320,3206841343
BR,191.36.132.0,191.36.135.255,3206841344,3206842367
BR,191.36.136.0,191.36.143.255,3206842368,3206844415
BR,191.36.144.0,191.36.159.255,3206844416,3206848511
BR,191.36.160.0,191.36.167.255,3206848512,3206850559
BR,191.36.168.0,191.36.175.255,3206850560,3206852607
BR,191.36.176.0,191.36.179.255,3206852608,3206853631
BR,191.36.180.0,191.36.183.255,3206853632,3206854655
BR,191.36.184.0,191.36.191.255,3206854656,3206856703
BR,191.36.192.0,191.36.207.255,3206856704,3206860799
BR,191.36.208.0,191.36.215.255,3206860800,3206862847
BR,191.36.216.0,191.36.223.255,3206862848,3206864895
BR,191.36.224.0,191.36.227.255,3206864896,3206865919
BR,191.36.228.0,191.36.231.255,3206865920,3206866943
BR,191.36.232.0,191.36.235.255,3206866944,3206867967
BR,191.36.236.0,191.36.236.255,3206867968,3206868223
BR,191.36.237.0,191.36.237.255,3206868224,3206868479
BR,191.36.238.0,191.36.238.255,3206868480,3206868735
BR,191.36.239.0,191.36.239.255,3206868736,3206868991
BR,191.36.240.0,191.36.255.255,3206868992,3206873087
BR,191.37.0.0,191.37.7.255,3206873088,3206875135
BR,191.37.8.0,191.37.11.255,3206875136,3206876159
BR,191.37.12.0,191.37.15.255,3206876160,3206877183
BR,191.37.16.0,191.37.23.255,3206877184,3206879231
BR,191.37.24.0,191.37.27.255,3206879232,3206880255
BR,191.37.28.0,191.37.31.255,3206880256,3206881279
BR,191.37.32.0,191.37.63.255,3206881280,3206889471
BR,191.37.64.0,191.37.67.255,3206889472,3206890495
BR,191.37.68.0,191.37.71.255,3206890496,3206891519
BR,191.37.72.0,191.37.79.255,3206891520,3206893567
BR,191.37.80.0,191.37.95.255,3206893568,3206897663
BR,191.37.96.0,191.37.127.255,3206897664,3206905855
BR,191.37.128.0,191.37.135.255,3206905856,3206907903
BR,191.37.136.0,191.37.139.255,3206907904,3206908927
BR,191.37.140.0,191.37.143.255,3206908928,3206909951
BR,191.37.144.0,191.37.151.255,3206909952,3206911999
BR,191.37.152.0,191.37.159.255,3206912000,3206914047
BR,191.37.160.0,191.37.167.255,3206914048,3206916095
BR,191.37.168.0,191.37.171.255,3206916096,3206917119
BR,191.37.172.0,191.37.175.255,3206917120,3206918143
BR,191.37.176.0,191.37.183.255,3206918144,3206920191
BR,191.37.184.0,191.37.191.255,3206920192,3206922239
BR,191.37.192.0,191.37.195.255,3206922240,3206923263
BR,191.37.196.0,191.37.199.255,3206923264,3206924287
BR,191.37.200.0,191.37.207.255,3206924288,3206926335
BR,191.37.208.0,191.37.215.255,3206926336,3206928383
BR,191.37.216.0,191.37.223.255,3206928384,3206930431
BR,191.37.224.0,191.37.231.255,3206930432,3206932479
BR,191.37.232.0,191.37.239.255,3206932480,3206934527
BR,191.37.240.0,191.37.247.255,3206934528,3206936575
BR,191.37.248.0,191.37.251.255,3206936576,3206937599
BR,191.37.253.0,191.37.253.255,3206937856,3206938111
BR,191.37.254.0,191.37.254.255,3206938112,3206938367
BR,191.37.255.0,191.37.255.255,3206938368,3206938623
BR,191.38.0.0,191.39.255.255,3206938624,3207069695
BR,191.40.0.0,191.47.255.255,3207069696,3207593983
BR,191.48.0.0,191.51.255.255,3207593984,3207856127
BR,191.52.0.0,191.52.63.255,3207856128,3207872511
BR,191.52.64.0,191.52.127.255,3207872512,3207888895
BR,191.52.128.0,191.52.191.255,3207888896,3207905279
BR,191.52.192.0,191.52.207.255,3207905280,3207909375
BR,191.52.224.0,191.52.239.255,3207913472,3207917567
BR,191.52.240.0,191.52.247.255,3207917568,3207919615
BR,191.52.248.0,191.52.255.255,3207919616,3207921663
BR,191.53.0.0,191.53.255.255,3207921664,3207987199
BR,191.54.0.0,191.55.255.255,3207987200,3208118271
BR,191.56.0.0,191.59.255.255,3208118272,3208380415
BR,191.60.0.0,191.63.255.255,3208380416,3208642559
CO,191.64.0.0,191.79.255.255,3208642560,3209691135
AR,191.80.0.0,191.83.255.255,3209691136,3209953279
AR,191.84.0.0,191.85.255.255,3209953280,3210084351
BR,191.86.0.0,191.87.255.255,3210084352,3210215423
CO,191.88.0.0,191.95.255.255,3210215424,3210739711
CL,191.96.0.0,191.96.255.255,3210739712,3210805247
PA,191.97.0.0,191.97.15.255,3210805248,3210809343
VE,191.97.16.0,191.97.19.255,3210809344,3210810367
PA,191.97.20.0,191.97.23.255,3210810368,3210811391
AR,191.97.24.0,191.97.27.255,3210811392,3210812415
AR,191.97.28.0,191.97.31.255,3210812416,3210813439
AR,191.97.32.0,191.97.47.255,3210813440,3210817535
PE,191.97.48.0,191.97.63.255,3210817536,3210821631
EC,191.97.64.0,191.97.67.255,3210821632,3210822655
AR,191.97.68.0,191.97.71.255,3210822656,3210823679
AR,191.97.72.0,191.97.79.255,3210823680,3210825727
BZ,191.97.80.0,191.97.87.255,3210825728,3210827775
DO,191.97.88.0,191.97.95.255,3210827776,3210829823
AR,191.97.96.0,191.97.99.255,3210829824,3210830847
PE,191.97.100.0,191.97.103.255,3210830848,3210831871
DO,191.97.104.0,191.97.107.255,3210831872,3210832895
AR,191.97.108.0,191.97.111.255,3210832896,3210833919
AR,191.97.112.0,191.97.119.255,3210833920,3210835967
PY,191.97.120.0,191.97.127.255,3210835968,3210838015
AR,191.97.128.0,191.97.255.255,3210838016,3210870783
CO,191.98.0.0,191.98.127.255,3210870784,3210903551
PE,191.98.128.0,191.98.191.255,3210903552,3210919935
GT,191.98.192.0,191.98.195.255,3210919936,3210920959
PA,191.98.196.0,191.98.199.255,3210920960,3210921983
CL,191.98.200.0,191.98.207.255,3210921984,3210924031
DO,191.98.208.0,191.98.215.255,3210924032,3210926079
AR,191.98.216.0,191.98.223.255,3210926080,3210928127
NI,191.98.224.0,191.98.255.255,3210928128,3210936319
EC,191.99.0.0,191.99.255.255,3210936320,3211001855
EC,191.100.0.0,191.100.255.255,3211001856,3211067391
CL,191.101.0.0,191.101.255.255,3211067392,3211132927
CO,191.102.0.0,191.102.15.255,3211132928,3211137023
AR,191.102.16.0,191.102.31.255,3211137024,3211141119
CL,191.102.32.0,191.102.35.255,3211141120,3211142143
CR,191.102.36.0,191.102.39.255,3211142144,3211143167
AR,191.102.40.0,191.102.47.255,3211143168,3211145215
NI,191.102.48.0,191.102.55.255,3211145216,3211147263
CR,191.102.56.0,191.102.59.255,3211147264,3211148287
CO,191.102.60.0,191.102.63.255,3211148288,3211149311
CO,191.102.64.0,191.102.127.255,3211149312,3211165695
HN,191.102.128.0,191.102.191.255,3211165696,3211182079
CO,191.102.192.0,191.102.223.255,3211182080,3211190271
CO,191.102.224.0,191.102.239.255,3211190272,3211194367
DO,191.102.240.0,191.102.243.255,3211194368,3211195391
AR,191.102.244.0,191.102.247.255,3211195392,3211196415
AR,191.102.248.0,191.102.255.255,3211196416,3211198463
AR,191.103.0.0,191.103.63.255,3211198464,3211214847
HN,191.103.64.0,191.103.95.255,3211214848,3211223039
AR,191.103.96.0,191.103.111.255,3211223040,3211227135
NI,191.103.112.0,191.103.127.255,3211227136,3211231231
CO,191.103.128.0,191.103.255.255,3211231232,3211263999
CO,191.104.0.0,191.111.255.255,3211264000,3211788287
CL,191.112.0.0,191.115.255.255,3211788288,3212050431
CL,191.116.0.0,191.119.255.255,3212050432,3212312575
BR,191.120.0.0,191.123.255.255,3212312576,3212574719
CL,191.124.0.0,191.127.255.255,3212574720,3212836863
BR,191.128.0.0,191.143.255.255,3212836864,3213885439
CO,191.144.0.0,191.159.255.255,3213885440,3214934015
BR,191.160.0.0,191.163.255.255,3214934016,3215196159
BR,191.164.0.0,191.167.255.255,3215196160,3215458303
BR,191.168.0.0,191.171.255.255,3215458304,3215720447
BR,191.172.0.0,191.175.255.255,3215720448,3215982591
BR,191.176.0.0,191.179.255.255,3215982592,3216244735
BR,191.180.0.0,191.183.255.255,3216244736,3216506879
BR,191.184.0.0,191.187.255.255,3216506880,3216769023
BR,191.188.0.0,191.191.255.255,3216769024,3217031167
BR,191.192.0.0,191.195.255.255,3217031168,3217293311
BR,191.196.0.0,191.199.255.255,3217293312,3217555455
BR,191.200.0.0,191.203.255.255,3217555456,3217817599
BR,191.204.0.0,191.207.255.255,3217817600,3218079743
BR,191.208.0.0,191.211.255.255,3218079744,3218341887
BR,191.212.0.0,191.215.255.255,3218341888,3218604031
BR,191.216.0.0,191.219.255.255,3218604032,3218866175
BR,191.220.0.0,191.223.255.255,3218866176,3219128319
BR,191.224.0.0,191.227.255.255,3219128320,3219390463
BR,191.228.0.0,191.231.255.255,3219390464,3219652607
BR,191.232.0.0,191.235.255.255,3219652608,3219914751
BR,191.236.0.0,191.239.255.255,3219914752,3220176895
BR,191.240.0.0,191.240.127.255,3220176896,3220209663
BR,191.240.128.0,191.240.135.255,3220209664,3220211711
BR,191.240.136.0,191.240.143.255,3220211712,3220213759
BR,191.240.144.0,191.240.159.255,3220213760,3220217855
BR,191.240.160.0,191.240.163.255,3220217856,3220218879
BR,191.240.164.0,191.240.167.255,3220218880,3220219903
BR,191.240.168.0,191.240.175.255,3220219904,3220221951
BR,191.240.176.0,191.240.191.255,3220221952,3220226047
BR,191.240.192.0,191.240.195.255,3220226048,3220227071
BR,191.240.196.0,191.240.199.255,3220227072,3220228095
BR,191.240.200.0,191.240.207.255,3220228096,3220230143
BR,191.240.208.0,191.240.215.255,3220230144,3220232191
BR,191.240.216.0,191.240.223.255,3220232192,3220234239
BR,191.240.224.0,191.240.255.255,3220234240,3220242431
BR,191.241.0.0,191.241.15.255,3220242432,3220246527
BR,191.241.16.0,191.241.19.255,3220246528,3220247551
BR,191.241.20.0,191.241.23.255,3220247552,3220248575
BR,191.241.24.0,191.241.31.255,3220248576,3220250623
BR,191.241.32.0,191.241.39.255,3220250624,3220252671
BR,191.241.40.0,191.241.47.255,3220252672,3220254719
BR,191.241.48.0,191.241.51.255,3220254720,3220255743
BR,191.241.52.0,191.241.55.255,3220255744,3220256767
BR,191.241.56.0,191.241.59.255,3220256768,3220257791
BR,191.241.60.0,191.241.63.255,3220257792,3220258815
BR,191.241.64.0,191.241.79.255,3220258816,3220262911
BR,191.241.80.0,191.241.87.255,3220262912,3220264959
BR,191.241.88.0,191.241.95.255,3220264960,3220267007
BR,191.241.96.0,191.241.127.255,3220267008,3220275199
BR,191.241.128.0,191.241.135.255,3220275200,3220277247
BR,191.241.136.0,191.241.139.255,3220277248,3220278271
BR,191.241.140.0,191.241.143.255,3220278272,3220279295
BR,191.241.144.0,191.241.159.255,3220279296,3220283391
BR,191.241.160.0,191.241.167.255,3220283392,3220285439
BR,191.241.168.0,191.241.175.255,3220285440,3220287487
BR,191.241.176.0,191.241.183.255,3220287488,3220289535
BR,191.241.184.0,191.241.191.255,3220289536,3220291583
BR,191.241.192.0,191.241.223.255,3220291584,3220299775
BR,191.241.224.0,191.241.255.255,3220299776,3220307967
BR,191.242.0.0,191.242.31.255,3220307968,3220316159
BR,191.242.32.0,191.242.47.255,3220316160,3220320255
BR,191.242.48.0,191.242.55.255,3220320256,3220322303
BR,191.242.56.0,191.242.63.255,3220322304,3220324351
BR,191.242.64.0,191.242.71.255,3220324352,3220326399
BR,191.242.72.0,191.242.79.255,3220326400,3220328447
BR,191.242.80.0,191.242.95.255,3220328448,3220332543
BR,191.242.96.0,191.242.99.255,3220332544,3220333567
BR,191.242.100.0,191.242.103.255,3220333568,3220334591
BR,191.242.104.0,191.242.111.255,3220334592,3220336639
BR,191.242.112.0,191.242.127.255,3220336640,3220340735
BR,191.242.128.0,191.242.159.255,3220340736,3220348927
BR,191.242.160.0,191.242.175.255,3220348928,3220353023
BR,191.242.176.0,191.242.191.255,3220353024,3220357119
BR,191.242.192.0,191.242.195.255,3220357120,3220358143
BR,191.242.196.0,191.242.199.255,3220358144,3220359167
BR,191.242.200.0,191.242.203.255,3220359168,3220360191
BR,191.242.204.0,191.242.207.255,3220360192,3220361215
BR,191.242.208.0,191.242.215.255,3220361216,3220363263
BR,191.242.216.0,191.242.219.255,3220363264,3220364287
BR,191.242.220.0,191.242.223.255,3220364288,3220365311
BR,191.242.224.0,191.242.227.255,3220365312,3220366335
BR,191.242.228.0,191.242.231.255,3220366336,3220367359
BR,191.242.232.0,191.242.239.255,3220367360,3220369407
BR,191.242.240.0,191.242.243.255,3220369408,3220370431
BR,191.242.244.0,191.242.247.255,3220370432,3220371455
BR,191.242.248.0,191.242.255.255,3220371456,3220373503
BR,191.243.0.0,191.243.3.255,3220373504,3220374527
BR,191.243.4.0,191.243.7.255,3220374528,3220375551
BR,191.243.8.0,191.243.11.255,3220375552,3220376575
BR,191.243.12.0,191.243.15.255,3220376576,3220377599
BR,191.243.16.0,191.243.31.255,3220377600,3220381695
BR,191.243.32.0,191.243.35.255,3220381696,3220382719
BR,191.243.36.0,191.243.39.255,3220382720,3220383743
BR,191.243.40.0,191.243.43.255,3220383744,3220384767
BR,191.243.44.0,191.243.47.255,3220384768,3220385791
BR,191.243.48.0,191.243.51.255,3220385792,3220386815
BR,191.243.52.0,191.243.55.255,3220386816,3220387839
BR,191.243.56.0,191.243.63.255,3220387840,3220389887
BR,191.243.64.0,191.243.71.255,3220389888,3220391935
BR,191.243.72.0,191.243.79.255,3220391936,3220393983
BR,191.243.80.0,191.243.87.255,3220393984,3220396031
BR,191.243.88.0,191.243.91.255,3220396032,3220397055
BR,191.243.92.0,191.243.95.255,3220397056,3220398079
BR,191.243.96.0,191.243.111.255,3220398080,3220402175
BR,191.243.112.0,191.243.127.255,3220402176,3220406271
BR,191.243.128.0,191.243.131.255,3220406272,3220407295
BR,191.243.132.0,191.243.135.255,3220407296,3220408319
BR,191.243.136.0,191.243.139.255,3220408320,3220409343
BR,191.243.140.0,191.243.143.255,3220409344,3220410367
BR,191.243.144.0,191.243.159.255,3220410368,3220414463
BR,191.243.160.0,191.243.175.255,3220414464,3220418559
BR,191.243.176.0,191.243.191.255,3220418560,3220422655
BR,191.243.192.0,191.243.195.255,3220422656,3220423679
BR,191.243.196.0,191.243.199.255,3220423680,3220424703
BR,191.243.200.0,191.243.207.255,3220424704,3220426751
BR,191.243.208.0,191.243.211.255,3220426752,3220427775
BR,191.243.212.0,191.243.215.255,3220427776,3220428799
BR,191.243.216.0,191.243.223.255,3220428800,3220430847
BR,191.243.224.0,191.243.239.255,3220430848,3220434943
BR,191.243.240.0,191.243.243.255,3220434944,3220435967
BR,191.243.244.0,191.243.247.255,3220435968,3220436991
BR,191.243.248.0,191.243.255.255,3220436992,3220439039
BR,191.244.0.0,191.247.255.255,3220439040,3220701183
BR,191.248.0.0,191.251.255.255,3220701184,3220963327
BR,191.252.0.0,191.252.255.255,3220963328,3221028863
BR,191.253.0.0,191.253.15.255,3221028864,3221032959
BR,191.253.16.0,191.253.19.255,3221032960,3221033983
BR,191.253.20.0,191.253.23.255,3221033984,3221035007
BR,191.253.24.0,191.253.31.255,3221035008,3221037055
BR,191.253.32.0,191.253.39.255,3221037056,3221039103
BR,191.253.40.0,191.253.47.255,3221039104,3221041151
BR,191.253.48.0,191.253.63.255,3221041152,3221045247
BR,191.253.64.0,191.253.67.255,3221045248,3221046271
BR,191.253.68.0,191.253.71.255,3221046272,3221047295
BR,191.253.72.0,191.253.79.255,3221047296,3221049343
BR,191.253.80.0,191.253.95.255,3221049344,3221053439
BR,191.253.96.0,191.253.127.255,3221053440,3221061631
BR,191.253.128.0,191.253.191.255,3221061632,3221078015
BR,191.253.192.0,191.253.207.255,3221078016,3221082111
BR,191.253.208.0,191.253.223.255,3221082112,3221086207
BR,191.253.224.0,191.253.255.255,3221086208,3221094399
BR,191.254.0.0,191.255.255.255,3221094400,3221225471
VE,192.65.152.0,192.65.152.255,3225524224,3225524479
CL,192.80.24.0,192.80.24.255,3226474496,3226474751
BR,192.80.209.0,192.80.209.255,3226521856,3226522111
MX,192.84.12.0,192.84.12.255,3226733568,3226733823
MX,192.100.155.0,192.100.155.255,3227818752,3227819007
MX,192.100.156.0,192.100.156.255,3227819008,3227819263
AR,192.100.157.0,192.100.157.255,3227819264,3227819519
MX,192.100.158.0,192.100.158.255,3227819520,3227819775
MX,192.100.159.0,192.100.159.255,3227819776,3227820031
MX,192.100.160.0,192.100.160.255,3227820032,3227820287
MX,192.100.161.0,192.100.161.255,3227820288,3227820543
MX,192.100.162.0,192.100.162.255,3227820544,3227820799
MX,192.100.163.0,192.100.163.255,3227820800,3227821055
MX,192.100.164.0,192.100.164.255,3227821056,3227821311
MX,192.100.165.0,192.100.165.255,3227821312,3227821567
MX,192.100.166.0,192.100.166.255,3227821568,3227821823
MX,192.100.167.0,192.100.167.255,3227821824,3227822079
MX,192.100.169.0,192.100.169.255,3227822336,3227822591
MX,192.100.170.0,192.100.170.255,3227822592,3227822847
HN,192.100.171.0,192.100.171.255,3227822848,3227823103
MX,192.100.172.0,192.100.172.255,3227823104,3227823359
MX,192.100.173.0,192.100.173.255,3227823360,3227823615
MX,192.100.174.0,192.100.174.255,3227823616,3227823871
MX,192.100.175.0,192.100.175.255,3227823872,3227824127
MX,192.100.176.0,192.100.176.255,3227824128,3227824383
BR,192.100.177.0,192.100.177.255,3227824384,3227824639
MX,192.100.178.0,192.100.178.255,3227824640,3227824895
MX,192.100.179.0,192.100.179.255,3227824896,3227825151
MX,192.100.180.0,192.100.181.255,3227825152,3227825663
CR,192.100.182.0,192.100.182.255,3227825664,3227825919
MX,192.100.183.0,192.100.183.255,3227825920,3227826175
MX,192.100.184.0,192.100.185.255,3227826176,3227826687
AR,192.100.186.0,192.100.187.255,3227826688,3227827199
MX,192.100.188.0,192.100.188.255,3227827200,3227827455
MX,192.100.189.0,192.100.189.255,3227827456,3227827711
MX,192.100.190.0,192.100.190.255,3227827712,3227827967
MX,192.100.192.0,192.100.195.255,3227828224,3227829247
MX,192.100.196.0,192.100.197.255,3227829248,3227829759
BR,192.100.198.0,192.100.198.255,3227829760,3227830015
MX,192.100.199.0,192.100.199.255,3227830016,3227830271
MX,192.100.200.0,192.100.200.255,3227830272,3227830527
MX,192.100.201.0,192.100.201.255,3227830528,3227830783
MX,192.100.202.0,192.100.202.255,3227830784,3227831039
MX,192.100.203.0,192.100.203.255,3227831040,3227831295
MX,192.100.204.0,192.100.204.255,3227831296,3227831551
MX,192.100.205.0,192.100.205.255,3227831552,3227831807
BR,192.100.206.0,192.100.206.255,3227831808,3227832063
MX,192.100.207.0,192.100.207.255,3227832064,3227832319
MX,192.100.208.0,192.100.208.255,3227832320,3227832575
MX,192.100.209.0,192.100.209.255,3227832576,3227832831
MX,192.100.210.0,192.100.210.255,3227832832,3227833087
MX,192.100.211.0,192.100.211.255,3227833088,3227833343
MX,192.100.212.0,192.100.212.255,3227833344,3227833599
MX,192.100.213.0,192.100.213.255,3227833600,3227833855
BR,192.100.214.0,192.100.215.255,3227833856,3227834367
MX,192.100.216.0,192.100.216.255,3227834368,3227834623
MX,192.100.217.0,192.100.217.255,3227834624,3227834879
MX,192.100.218.0,192.100.218.255,3227834880,3227835135
MX,192.100.219.0,192.100.219.255,3227835136,3227835391
MX,192.100.220.0,192.100.220.255,3227835392,3227835647
MX,192.100.221.0,192.100.221.255,3227835648,3227835903
MX,192.100.222.0,192.100.222.255,3227835904,3227836159
MX,192.100.223.0,192.100.223.255,3227836160,3227836415
MX,192.100.224.0,192.100.224.255,3227836416,3227836671
MX,192.100.225.0,192.100.225.255,3227836672,3227836927
MX,192.100.226.0,192.100.226.255,3227836928,3227837183
MX,192.100.227.0,192.100.227.255,3227837184,3227837439
BR,192.100.228.0,192.100.229.255,3227837440,3227837951
MX,192.100.230.0,192.100.230.255,3227837952,3227838207
MX,192.100.231.0,192.100.231.255,3227838208,3227838463
MX,192.100.232.0,192.100.233.255,3227838464,3227838975
MX,192.100.234.0,192.100.234.255,3227838976,3227839231
MX,192.100.235.0,192.100.235.255,3227839232,3227839487
MX,192.100.236.0,192.100.236.255,3227839488,3227839743
MX,192.100.237.0,192.100.237.255,3227839744,3227839999
MX,192.100.238.0,192.100.239.255,3227840000,3227840511
MX,192.100.240.0,192.100.240.255,3227840512,3227840767
MX,192.100.241.0,192.100.241.255,3227840768,3227841023
MX,192.100.242.0,192.100.243.255,3227841024,3227841535
MX,192.100.244.0,192.100.244.255,3227841536,3227841791
MX,192.100.245.0,192.100.245.255,3227841792,3227842047
MX,192.100.246.0,192.100.246.255,3227842048,3227842303
BR,192.100.247.0,192.100.247.255,3227842304,3227842559
BR,192.100.248.0,192.100.248.255,3227842560,3227842815
MX,192.100.249.0,192.100.249.255,3227842816,3227843071
MX,192.100.250.0,192.100.250.255,3227843072,3227843327
BR,192.100.251.0,192.100.251.255,3227843328,3227843583
BR,192.100.252.0,192.100.253.255,3227843584,3227844095
AR,192.100.254.0,192.100.254.255,3227844096,3227844351
PE,192.102.84.0,192.102.84.255,3227931648,3227931903
NI,192.107.104.0,192.107.104.255,3228264448,3228264703
BR,192.111.229.0,192.111.229.255,3228558592,3228558847
BR,192.111.230.0,192.111.230.255,3228558848,3228559103
BR,192.132.35.0,192.132.35.255,3229885184,3229885439
NI,192.136.42.0,192.136.43.255,3230149120,3230149631
NI,192.136.44.0,192.136.47.255,3230149632,3230150655
BR,192.146.157.0,192.146.157.255,3230833920,3230834175
BR,192.146.229.0,192.146.229.255,3230852352,3230852607
UY,192.146.237.0,192.146.237.255,3230854400,3230854655
BR,192.147.210.0,192.147.210.255,3230913024,3230913279
BR,192.147.218.0,192.147.218.255,3230915072,3230915327
MX,192.148.175.0,192.148.175.255,3230969600,3230969855
GT,192.150.126.0,192.150.126.255,3231088128,3231088383
BR,192.153.88.0,192.153.88.255,3231275008,3231275263
CL,192.153.119.0,192.153.119.255,3231282944,3231283199
BR,192.153.120.0,192.153.120.255,3231283200,3231283455
MX,192.153.155.0,192.153.155.255,3231292160,3231292415
CR,192.153.167.0,192.153.167.255,3231295232,3231295487
BR,192.159.116.0,192.159.117.255,3231675392,3231675903
BR,192.160.45.0,192.160.45.255,3231722752,3231723007
BR,192.160.50.0,192.160.50.255,3231724032,3231724287
BR,192.160.111.0,192.160.111.255,3231739648,3231739903
BR,192.160.128.0,192.160.128.255,3231744000,3231744255
BR,192.160.188.0,192.160.188.255,3231759360,3231759615
BR,192.188.11.0,192.188.11.255,3233549056,3233549311
EC,192.188.44.0,192.188.44.255,3233557504,3233557759
EC,192.188.45.0,192.188.45.255,3233557760,3233558015
